User Path,Num Direct Impressions,Num Indirect Impressions,Impressions Served,Has Converted (1/0 = yes/no),Count
mobile site (phone) - desktop site (phone) - desktop site (other) - desktop site (computer),0,0,None,1,38
imp (tablet) - imp (other) - imp (phone),7,0,Indirect,0,3
imp (tablet) - click (tablet) - desktop site (tablet),0,29,Direct,1,2
imp (tablet) - imp (phone) - desktop site (other),5,0,Indirect,1,1
imp (other) - desktop site (other),3,0,Indirect,1,1
imp (tablet),933,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone) - desktop site (other),0,1,Direct,1,1
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),2,0,Indirect,1,11
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer) - desktop site (tablet),2,0,Indirect,1,1
imp (tablet) - desktop site (other) - desktop site (computer),10,0,Indirect,1,1
imp (phone) - mobile site (tablet) - desktop site (tablet),7,0,Indirect,1,1
imp (tablet) - imp (phone) - desktop site (tablet),22,0,Indirect,1,1
imp (phone) - desktop site (other) - desktop site (phone),2,0,Indirect,1,4
imp (other) - imp (tablet) - imp (phone),5,0,Indirect,0,1
imp (phone) - click (phone),1,0,Indirect,0,687
imp (tablet) - imp (other),23,0,Indirect,0,1
imp (phone) - click (phone),27,0,Indirect,0,2
imp (tablet) - click (tablet),50,0,Indirect,0,1
mobile site (computer) - desktop site (phone) - desktop site (computer),0,0,None,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),9,8,Direct,1,1
imp (tablet) - imp (phone) - desktop site (computer) - desktop site (tablet),40,0,Indirect,1,1
imp (other) - click (other),5,0,Indirect,0,1
imp (tablet) - click (tablet),46,0,Indirect,0,5
imp (tablet) - mobile site (tablet) - desktop site (tablet) - desktop site (phone),14,0,Indirect,1,1
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),1,1,Direct,1,1
imp (tablet) - imp (phone),484,0,Indirect,0,1
imp (phone) - click (phone),50,0,Indirect,0,1
imp (tablet) - imp (phone),32,0,Indirect,0,13
imp (computer),27,0,Indirect,0,1
imp (tablet),502,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (tablet),9,3,Direct,1,1
imp (tablet),260,0,Indirect,0,1
imp (tablet) - click (tablet),1,0,Indirect,0,248
imp (phone),132,0,Indirect,0,4
imp (phone),295,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (tablet),1,4,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),39,115,Direct,1,1
imp (tablet) - desktop site (computer) - desktop site (tablet),400,0,Indirect,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,104,Direct,1,2
imp (phone) - mobile site (tablet) - desktop site (tablet),9,0,Indirect,1,3
imp (phone) - mobile site (phone) - desktop site (phone),17,0,Indirect,1,4
imp (phone) - imp (tablet) - desktop site (phone),2,0,Indirect,1,4
imp (tablet) - click (tablet),83,0,Indirect,0,1
imp (phone) - imp (tablet) - desktop site (computer),11,0,Indirect,1,4
imp (tablet) - desktop site (computer),3,0,Indirect,1,98
imp (tablet) - desktop site (computer) - desktop site (tablet) - desktop site (phone),11,0,Indirect,1,1
imp (tablet),369,0,Indirect,0,1
imp (phone) - mobile site (phone),5,0,Indirect,0,2
imp (other) - imp (phone),17,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,266,Direct,1,1
imp (phone) - imp (tablet),79,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),2,24,Direct,1,1
imp (phone),168,0,Indirect,0,2
imp (phone) - mobile site (phone) - desktop site (phone),0,56,Direct,1,1
imp (phone) - imp (tablet),57,0,Indirect,0,5
imp (tablet) - imp (phone),2,0,Indirect,0,1046
imp (phone) - imp (tablet) - desktop site (tablet),6,0,Indirect,1,1
imp (phone) - desktop site (computer) - desktop site (other),25,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,212,Direct,1,1
imp (tablet),486,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,107,Direct,1,1
imp (tablet),181,0,Indirect,0,5
imp (other),30,0,Indirect,0,4
imp (tablet),138,0,Indirect,0,9
imp (tablet) - mobile site (phone) - desktop site (phone),21,0,Indirect,1,2
imp (tablet) - desktop site (tablet),0,19,Direct,1,1
imp (tablet) - imp (phone),125,0,Indirect,0,1
imp (phone) - imp (tablet),493,0,Indirect,0,1
imp (tablet) - imp (phone),72,0,Indirect,0,4
imp (tablet),140,0,Indirect,0,1
imp (phone) - desktop site (phone),0,62,Direct,1,1
imp (tablet) - mobile site (phone) - desktop site (phone) - desktop site (tablet),2,0,Indirect,1,2
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,142,Direct,1,1
imp (phone) - desktop site (computer) - desktop site (phone),43,0,Indirect,1,1
imp (phone) - imp (tablet) - click (phone),3,0,Indirect,0,1
imp (tablet) - mobile site (phone),6,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),0,107,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,6,Direct,1,45
imp (tablet) - imp (phone) - desktop site (computer),3,0,Indirect,1,8
desktop site (computer) - desktop site (other) - desktop site (phone),0,0,None,1,50
imp (tablet),177,0,Indirect,0,4
imp (phone) - desktop site (phone),0,22,Direct,1,1
imp (phone) - imp (tablet) - mobile site (tablet) - desktop site (tablet),4,0,Indirect,1,1
imp (phone) - desktop site (phone),22,0,Indirect,1,4
imp (tablet) - imp (phone) - imp (other),130,0,Indirect,0,1
imp (tablet) - desktop site (phone),34,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet) - desktop site (other) - desktop site (computer),0,16,Direct,1,1
imp (other) - desktop site (computer) - desktop site (tablet),1,0,Indirect,1,2
imp (computer),3,0,Indirect,0,45
imp (tablet) - imp (phone),57,0,Indirect,0,2
mobile site (phone) - desktop site (computer) - desktop site (phone),0,0,None,1,23
imp (tablet) - click (tablet),9,0,Indirect,0,18
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,41,Direct,1,1
imp (tablet) - click (tablet),69,0,Indirect,0,1
imp (tablet) - click (tablet),8,0,Indirect,0,16
imp (phone) - click (phone) - desktop site (phone),0,20,Direct,1,5
imp (tablet) - click (tablet) - desktop site (tablet),0,46,Direct,1,2
imp (phone),7,0,Indirect,0,6939
imp (other) - imp (phone) - imp (tablet) - desktop site (computer),7,2,Direct,1,1
imp (other) - mobile site (other) - desktop site (tablet),0,4,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),27,23,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),17,0,Indirect,1,1
imp (tablet) - imp (phone) - mobile site (phone) - desktop site (phone),7,0,Indirect,1,1
mobile site (phone) - imp (phone) - desktop site (phone),0,1,Direct,1,9
imp (tablet) - imp (phone) - desktop site (other),22,0,Indirect,1,1
imp (phone) - desktop site (other),0,2,Direct,1,1
mobile site (computer),0,0,None,0,6897
imp (phone) - imp (tablet) - click (phone) - mobile site (phone) - desktop site (phone),9,101,Direct,1,1
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (other),0,1,Direct,1,2
imp (phone),71,0,Indirect,0,41
imp (other) - mobile site (computer) - desktop site (computer),4,0,Indirect,1,1
imp (phone) - imp (tablet),85,0,Indirect,0,1
mobile site (phone) - imp (phone) - desktop site (phone),0,3,Direct,1,1
imp (tablet) - desktop site (tablet),0,41,Direct,1,1
imp (phone) - imp (tablet) - desktop site (other) - desktop site (computer),5,0,Indirect,1,1
imp (tablet) - desktop site (phone),85,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (phone),0,19,Direct,1,8
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,20,Direct,1,4
imp (phone) - imp (other) - click (phone) - desktop site (phone),1,14,Direct,1,1
imp (tablet),131,0,Indirect,0,4
imp (phone) - imp (tablet) - click (tablet) - desktop site (tablet),3,22,Direct,1,1
imp (tablet) - click (tablet) - desktop site (tablet),87,0,Indirect,1,1
imp (phone) - desktop site (phone),6,1,Direct,1,1
imp (phone) - click (phone) - desktop site (phone),6,1,Direct,1,1
imp (phone) - imp (tablet) - imp (other),17,0,Indirect,0,1
imp (phone),33,0,Indirect,0,175
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),10,9,Direct,1,1
imp (other) - imp (tablet) - desktop site (computer),7,0,Indirect,1,1
imp (tablet) - imp (phone) - mobile site (tablet) - desktop site (tablet),20,0,Indirect,1,1
imp (tablet) - imp (phone) - click (phone),94,0,Indirect,0,1
imp (tablet) - mobile site (tablet) - desktop site (tablet) - desktop site (computer),0,1,Direct,1,5
imp (phone),264,0,Indirect,0,1
imp (tablet) - click (tablet),31,0,Indirect,0,4
imp (other) - click (other),9,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (tablet),1,349,Direct,1,1
imp (phone) - click (phone) - desktop site (phone),8,0,Indirect,1,1
imp (tablet) - imp (computer),2,0,Indirect,0,4
imp (phone) - click (phone) - desktop site (phone) - desktop site (computer) - desktop site (tablet),0,1,Direct,1,1
imp (tablet) - click (tablet) - desktop site (tablet) - desktop site (phone) - desktop site (computer),0,2,Direct,1,1
imp (phone),1,0,Indirect,0,422806
imp (tablet) - click (tablet),32,0,Indirect,0,1
imp (tablet) - imp (phone),60,0,Indirect,0,5
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),0,2,Direct,1,3
imp (phone) - mobile site (phone) - desktop site (phone),0,10,Direct,1,3
imp (computer) - imp (tablet),5,0,Indirect,0,2
imp (phone),144,0,Indirect,0,3
imp (tablet) - desktop site (phone) - desktop site (computer),1,0,Indirect,1,5
imp (phone) - desktop site (phone),0,39,Direct,1,1
imp (phone) - desktop site (computer),64,0,Indirect,1,2
imp (phone) - imp (tablet) - desktop site (tablet),9,1,Direct,1,1
imp (tablet) - desktop site (computer) - desktop site (other),3,0,Indirect,1,2
imp (tablet) - click (tablet) - desktop site (tablet),0,53,Direct,1,2
imp (tablet) - imp (phone) - desktop site (phone),2,4,Direct,1,1
mobile site (other) - mobile site (phone) - desktop site (tablet),0,0,None,1,1
imp (tablet) - click (tablet),111,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),0,34,Direct,1,6
imp (phone) - click (phone) - desktop site (phone) - desktop site (computer),0,2,Direct,1,4
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),9,2,Direct,1,1
imp (phone) - imp (tablet) - desktop site (other),3,0,Indirect,1,1
imp (phone) - mobile site (phone),48,0,Indirect,0,1
imp (phone) - imp (tablet) - mobile site (other) - desktop site (other),5,0,Indirect,1,1
imp (computer),2,0,Indirect,0,132
imp (tablet) - click (tablet) - desktop site (tablet) - desktop site (phone),0,46,Direct,1,1
imp (phone) - imp (tablet),292,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone),0,8,Direct,1,2
imp (phone),86,0,Indirect,0,23
imp (tablet),346,0,Indirect,0,1
imp (phone) - imp (tablet) - click (phone),108,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (tablet),0,12,Direct,1,7
imp (phone),365,0,Indirect,0,1
imp (phone) - desktop site (phone),27,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (phone),0,11,Direct,1,10
imp (phone),18,0,Indirect,0,767
imp (phone) - desktop site (phone) - desktop site (other) - desktop site (computer),1,1,Direct,1,1
imp (phone) - mobile site (phone) - desktop site (other),2,0,Indirect,1,1
mobile site (computer) - imp (phone),1,0,Indirect,0,1
imp (other),26,0,Indirect,0,2
imp (phone) - mobile site (computer) - desktop site (computer),1,0,Indirect,1,11
imp (tablet) - desktop site (tablet),0,215,Direct,1,1
imp (phone) - click (phone),2,0,Indirect,0,249
imp (tablet) - desktop site (computer),18,0,Indirect,1,2
imp (tablet) - imp (phone) - click (phone) - desktop site (phone),14,162,Direct,1,1
imp (tablet) - click (tablet),16,0,Indirect,0,9
mobile site (other) - mobile site (phone),0,0,None,0,132
imp (tablet),26,0,Indirect,0,252
imp (other) - imp (tablet),18,0,Indirect,0,5
imp (phone) - desktop site (phone),0,10,Direct,1,3
imp (tablet),235,0,Indirect,0,2
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),13,6,Direct,1,1
imp (phone) - imp (other) - imp (tablet),12,0,Indirect,0,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),0,2,Direct,1,51
imp (phone) - desktop site (phone),0,13,Direct,1,2
imp (tablet) - imp (phone),13,0,Indirect,0,69
imp (tablet) - imp (phone),202,0,Indirect,0,2
imp (other) - desktop site (tablet),0,1,Direct,1,19
imp (other),34,0,Indirect,0,2
imp (phone) - click (phone) - desktop site (tablet),0,21,Direct,1,1
imp (phone) - click (phone) - desktop site (phone),2,11,Direct,1,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),62,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),1,1,Direct,1,11
imp (phone) - desktop site (tablet),76,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),6,58,Direct,1,1
imp (tablet) - imp (phone),141,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),1,0,Indirect,1,14
imp (tablet),33,0,Indirect,0,138
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer) - desktop site (tablet),1,0,Indirect,1,1
mobile site (phone) - desktop site (phone) - desktop site (computer),0,0,None,1,1613
imp (tablet) - mobile site (tablet) - desktop site (tablet),0,6,Direct,1,4
imp (tablet) - imp (phone) - desktop site (tablet),208,0,Indirect,1,1
imp (tablet) - imp (phone) - desktop site (computer),11,0,Indirect,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet) - desktop site (computer),0,15,Direct,1,1
imp (phone) - mobile site (tablet) - desktop site (tablet),3,0,Indirect,1,5
imp (tablet) - imp (phone),79,0,Indirect,0,1
imp (tablet) - mobile site (tablet),1,0,Indirect,0,10
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,40,Direct,1,2
imp (tablet),78,0,Indirect,0,14
imp (tablet) - imp (other),162,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone),7,0,Indirect,1,19
imp (phone) - desktop site (tablet) - desktop site (phone),4,0,Indirect,1,1
imp (other) - imp (phone),13,0,Indirect,0,2
imp (phone) - imp (tablet) - desktop site (computer),2,0,Indirect,1,11
imp (phone) - imp (computer),11,0,Indirect,0,1
imp (phone) - mobile site (computer) - desktop site (computer),2,0,Indirect,1,6
imp (phone),11,0,Indirect,0,2436
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet) - desktop site (computer),0,2,Direct,1,2
desktop site (tablet) - desktop site (other) - desktop site (phone),0,0,None,1,9
imp (tablet),147,0,Indirect,0,6
imp (tablet) - imp (phone) - desktop site (computer),26,0,Indirect,1,2
imp (tablet) - desktop site (tablet),0,7,Direct,1,3
imp (phone) - imp (tablet) - mobile site (phone) - desktop site (phone),1,1,Direct,1,2
imp (tablet) - imp (phone) - click (tablet) - desktop site (tablet),3,44,Direct,1,1
imp (phone) - mobile site (phone) - desktop site (phone),1,4,Direct,1,3
imp (tablet) - mobile site (tablet) - desktop site (tablet),0,1,Direct,1,154
mobile site (tablet) - imp (tablet) - click (tablet) - desktop site (tablet),0,1,Direct,1,2
imp (tablet) - click (tablet),24,0,Indirect,0,3
imp (phone),377,0,Indirect,0,1
imp (phone),105,0,Indirect,0,14
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone) - desktop site (tablet),0,1,Direct,1,1
imp (phone) - click (phone),17,0,Indirect,0,2
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),5,0,Indirect,1,3
imp (phone) - imp (tablet),39,0,Indirect,0,5
imp (tablet) - mobile site (tablet) - click (tablet) - desktop site (tablet),0,29,Direct,1,1
imp (tablet) - imp (phone),411,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),0,12,Direct,1,12
imp (phone) - imp (tablet) - imp (other),7,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),9,1,Direct,1,1
imp (tablet),371,0,Indirect,0,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,23,Direct,1,3
imp (phone) - imp (tablet) - desktop site (computer),20,0,Indirect,1,1
imp (phone) - desktop site (phone),9,0,Indirect,1,16
imp (phone) - imp (tablet),17,0,Indirect,0,36
imp (tablet) - desktop site (tablet),47,0,Indirect,1,1
imp (phone) - desktop site (computer),9,0,Indirect,1,38
imp (phone) - desktop site (other),8,0,Indirect,1,1
imp (phone) - imp (tablet),20,0,Indirect,0,25
imp (other) - imp (tablet),5,0,Indirect,0,54
imp (phone),316,0,Indirect,0,1
desktop site (tablet) - desktop site (computer),0,0,None,1,1869
imp (tablet) - click (tablet) - desktop site (phone),52,0,Indirect,1,1
imp (tablet),25,0,Indirect,0,292
imp (tablet) - mobile site (computer) - imp (phone),2,0,Indirect,0,1
imp (phone),119,0,Indirect,0,8
imp (tablet) - imp (phone),39,0,Indirect,0,5
imp (other) - desktop site (phone),2,0,Indirect,1,3
imp (tablet) - mobile site (phone) - desktop site (phone),334,0,Indirect,1,1
imp (phone) - desktop site (phone),2,0,Indirect,1,207
imp (phone) - desktop site (computer),44,0,Indirect,1,1
mobile site (tablet) - desktop site (tablet) - desktop site (computer) - desktop site (other),0,0,None,1,2
imp (phone) - click (phone) - desktop site (computer),1,0,Indirect,1,2
imp (other),44,0,Indirect,0,2
imp (tablet) - imp (phone) - desktop site (computer),18,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,33,Direct,1,3
imp (phone) - click (phone) - desktop site (phone),10,0,Indirect,1,1
mobile site (computer) - desktop site (computer) - desktop site (other),0,0,None,1,5
imp (tablet),299,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (tablet),0,5,Direct,1,37
imp (phone),51,0,Indirect,0,67
imp (phone),186,0,Indirect,0,1
mobile site (computer) - imp (phone),6,0,Indirect,0,1
imp (other) - imp (tablet) - imp (phone),3,0,Indirect,0,1
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),16,37,Direct,1,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),0,19,Direct,1,1
imp (tablet),109,0,Indirect,0,11
imp (phone) - desktop site (phone),1,4,Direct,1,1
imp (phone) - click (phone) - desktop site (phone),31,5,Direct,1,1
imp (phone) - imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),2,1,Direct,1,1
